id,name,city,country,faa,icao,alt,tz-offset,dst,tz,longitude,latitude
"3325",Sunshine Coast Airport,Maroochydore,Australia,MCY,YBMC,"15","10",O,Australia/Brisbane,153.091003,-26.6033
"3326",Mackay Airport,Mackay,Australia,MKY,YBMK,"19","10",O,Australia/Brisbane,149.179993,-21.1717
"3328",Proserpine Whitsunday Coast Airport,Prosserpine,Australia,PPP,YBPN,"82","10",O,Australia/Brisbane,148.552002,-20.495001
"3329",Rockhampton Airport,Rockhampton,Australia,ROK,YBRK,"34","10",O,Australia/Brisbane,150.475006,-23.381901
"3330",Townsville Airport,Townsville,Australia,TSV,YBTL,"18","10",N,Australia/Brisbane,146.764999,-19.252501
"3331",Weipa Airport,Weipa,Australia,WEI,YBWP,"63","10",O,Australia/Brisbane,141.925003,-12.6786
"3332",Avalon Airport,Avalon,Australia,AVV,YMAV,"35","10",O,Australia/Hobart,144.468994,-38.039398
"3333",Albury Airport,Albury,Australia,ABX,YMAY,"539","10",O,Australia/Sydney,146.957993,-36.067799
"3334",Melbourne Essendon Airport,Melbourne,Australia,MEB,YMEN,"282","10",O,Australia/Hobart,144.901993,-37.7281
"3335",RAAF Base East Sale,East Sale,Australia,\N,YMES,"23","10",O,Australia/Hobart,147.149002,-38.0989
"3336",Hobart International Airport,Hobart,Australia,HBA,YMHB,"13","10",O,Australia/Melbourne,147.509995,-42.836102
"3337",Launceston Airport,Launceston,Australia,LST,YMLT,"562","10",O,Australia/Melbourne,147.214005,-41.5453
"3338",Melbourne Moorabbin Airport,Melbourne,Australia,MBW,YMMB,"50","10",O,Australia/Hobart,145.102005,-37.9758
"3339",Melbourne International Airport,Melbourne,Australia,MEL,YMML,"434","10",O,Australia/Hobart,144.843002,-37.673302
"3340","RAAF Williams, Point Cook Base",Point Cook,Australia,\N,YMPC,"14","10",O,Australia/Hobart,144.753006,-37.932201
"3341",Adelaide International Airport,Adelaide,Australia,ADL,YPAD,"20","9.5",O,Australia/Adelaide,138.531006,-34.945
"3343",RAAF Base Edinburgh,Edinburgh,Australia,\N,YPED,"67","9.5",O,Australia/Adelaide,138.621002,-34.702499
"3344",Perth Jandakot Airport,Perth,Australia,JAD,YPJT,"99","8",O,Australia/Perth,115.880997,-32.0975
"3345",Karratha Airport,Karratha,Australia,KTA,YPKA,"29","8",O,Australia/Perth,116.773003,-20.7122
"3346",Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,YPKG,"1203","8",O,Australia/Perth,121.461998,-30.7894
"3347",Kununurra Airport,Kununurra,Australia,KNX,YPKU,"145","8",O,Australia/Perth,128.707993,-15.7781
"3348",Learmonth Airport,Learmonth,Australia,LEA,YPLM,"19","8",O,Australia/Perth,114.088997,-22.2356
"3349",Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD,"33","8",O,Australia/Perth,118.625999,-20.3778
"3350",Adelaide Parafield Airport,Adelaide,Australia,\N,YPPF,"57","9.5",O,Australia/Adelaide,138.632996,-34.793301
"3351",Perth International Airport,Perth,Australia,PER,YPPH,"67","8",N,Australia/Perth,115.967003,-31.9403
"3352",Woomera Airfield,Woomera,Australia,UMR,YPWR,"548","9.5",O,Australia/Adelaide,136.817001,-31.144199
"3353",Christmas Island Airport,Christmas Island,Christmas Island,XCH,YPXM,"916","7",U,Indian/Christmas,105.690002,-10.4506
"3354",Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,"29","10",O,Australia/Sydney,150.988007,-33.9244
"3355",Canberra International Airport,Canberra,Australia,CBR,YSCB,"1886","10",O,Australia/Sydney,149.195007,-35.3069
"3356",Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH,"18","10",O,Australia/Sydney,153.115997,-30.320601
"3357",Camden Airport,Camden,Australia,CDU,YSCN,"230","10",O,Australia/Sydney,150.686996,-34.040298
"3358",Dubbo City Regional Airport,Dubbo,Australia,DBO,YSDU,"935","10",O,Australia/Sydney,148.574997,-32.216702
"3359",Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF,"371","11",U,Pacific/Norfolk,167.938995,-29.041599
"3360",RAAF Base Richmond,Richmond,Australia,XRH,YSRI,"67","10",O,Australia/Sydney,150.781006,-33.600601
"3361",Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,"21","10",O,Australia/Sydney,151.177002,-33.946098
"3362",Tamworth Airport,Tamworth,Australia,TMW,YSTW,"1334","10",O,Australia/Sydney,150.847,-31.0839
"3363",Wagga Wagga City Airport,Wagga Wagga,Australia,WGA,YSWG,"724","10",O,Australia/Sydney,147.466003,-35.165298
"3364",Beijing Capital International Airport,Beijing,China,PEK,ZBAA,"116","8",U,Asia/Shanghai,116.584999,40.080101
"3366",Dongshan Airport,Hailar,China,HLD,ZBLA,"2169","8",U,Asia/Shanghai,119.824997,49.205002
"3368",Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,"10","8",U,Asia/Shanghai,117.346001,39.124401
"3369",Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,"2575","8",U,Asia/Shanghai,112.627998,37.746899
"3370",Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,"50","8",U,Asia/Shanghai,113.299004,23.392401
"3371",Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,"217","8",U,Asia/Shanghai,113.220001,28.189199
"3372",Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,"570","8",U,Asia/Shanghai,110.039001,25.2181
"3373",Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,"421","8",U,Asia/Shanghai,108.171997,22.608299
"3374",Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,"13","8",U,Asia/Shanghai,113.810997,22.639299
"3375",Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,"495","8",U,Asia/Shanghai,113.841003,34.519699
"3376",Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,"113","8",U,Asia/Shanghai,114.208,30.7838
"3377",Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,"117","8.5",U,Asia/Pyongyang,125.669998,39.224098
"3378",Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,"6388","8",U,Asia/Shanghai,103.620003,36.515202
"3379",Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,"1572","8",U,Asia/Shanghai,108.751999,34.447102
"3380",Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN,ZMUB,"4364","8",U,Asia/Ulaanbaatar,106.766998,47.843102
"3381",Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG,ZPJH,"1815","8",U,Asia/Shanghai,100.760002,21.9739
"3382",Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,"6903","8",N,Asia/Shanghai,102.929167,25.101944
"3383",Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,"59","8",U,Asia/Shanghai,118.127998,24.544001
"3384",Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,"143","8",U,Asia/Shanghai,115.900002,28.865
"3385",Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ,"46","8",U,Asia/Shanghai,119.663002,25.935101
"3386",Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,"23","8",U,Asia/Shanghai,120.433998,30.2295
"3387",Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,"13","8",U,Asia/Shanghai,121.461998,29.8267
"3388",Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,"49","8",U,Asia/Shanghai,118.862,31.742001
"3389",Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,"108","8",U,Asia/Shanghai,117.297997,31.780001
"3390",Liuting Airport,Qingdao,China,TAO,ZSQD,"33","8",U,Asia/Shanghai,120.374001,36.266102
"3391",Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,"10","8",U,Asia/Shanghai,121.335999,31.197901
"3392",Yantai Laishan Airport,Yantai,China,YNT,ZSYT,"59","8",U,Asia/Shanghai,121.372002,37.401699
"3393",Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,"1365","8",U,Asia/Shanghai,106.641998,29.7192
"3394",Longdongbao Airport,Guiyang,China,KWE,ZUGY,"3736","8",U,Asia/Shanghai,106.801003,26.5385
"3395",Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,"1625","8",U,Asia/Shanghai,103.946999,30.578501
"3396",Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,"5112","8",U,Asia/Shanghai,102.183998,27.9891
"3397",Kashgar Airport,Kashi,China,KHG,ZWSH,"4529","8",U,Asia/Shanghai,76.019997,39.5429
"3398",Hotan Airport,Hotan,China,HTN,ZWTN,"4672","8",U,Asia/Shanghai,79.864899,37.038502
"3399",Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,"2125","8",U,Asia/Shanghai,87.474197,43.907101
"3400",Taiping Airport,Harbin,China,HRB,ZYHB,"457","8",U,Asia/Shanghai,126.25,45.623402
"3402",Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD,"883","8",U,Asia/Shanghai,129.569,44.524101
"3404",Zhoushuizi Airport,Dalian,China,DLC,ZYTL,"107","8",U,Asia/Shanghai,121.539001,38.965698
"3406",Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,"13","8",U,Asia/Shanghai,121.805,31.1434
"3407",Pulau Tioman Airport,Tioman,Malaysia,TOD,WMBT,"15","8",N,Asia/Kuala_Lumpur,104.160004,2.81818
"3408",Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,"90","8",N,Asia/Kuala_Lumpur,101.549004,3.13058
"3409",Noto Airport,Wajima,Japan,NTQ,RJNW,"718","9",U,Asia/Tokyo,136.962006,37.293098
"3410",Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,"177","2",U,Africa/Cairo,29.6964,30.9177
"3411",Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,"2","-9",A,America/Anchorage,-143.582001,70.134003
"3412",Wainwright Air Station,Fort Wainwright,United States,\N,PAWT,"35","-9",A,America/Anchorage,-159.860001,70.613403
"3413",Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,"16","-9",A,America/Anchorage,-166.110001,68.875099
"3414",Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,"22","-9",A,America/Anchorage,-163.005005,69.732903
"3415",Hilo International Airport,Hilo,United States,ITO,PHTO,"38","-10",N,Pacific/Honolulu,-155.048004,19.721399
"3416",Orlando Executive Airport,Orlando,United States,ORL,KORL,"113","-5",A,America/New_York,-81.332901,28.5455
"3417",Bettles Airport,Bettles,United States,BTT,PABT,"647","-9",A,America/Anchorage,-151.529007,66.913902
"3418",Clear Airport,Clear Mews,United States,\N,PACL,"552","-9",A,America/Anchorage,-149.119995,64.301201
"3419",Indian Mountain LRRS Airport,Indian Mountains,United States,UTO,PAIM,"1273","-9",A,America/Anchorage,-153.703995,65.992798
"3420",Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,"433","-9",A,America/Anchorage,-145.25,66.571503
"3421",Sparrevohn LRRS Airport,Sparrevohn,United States,SVW,PASV,"1585","-9",A,America/Anchorage,-155.574005,61.097401
"3422",Bryant Army Heliport,Fort Richardson,United States,FRN,PAFR,"378","-9",A,America/Anchorage,-149.653,61.266399
"3423",Tatalina LRRS Airport,Tatalina,United States,TLJ,PATL,"964","-9",A,America/Anchorage,-155.977005,62.894402
"3424",Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,"464","-9",A,America/Anchorage,-166.039002,61.7803
"3425",Laurence G Hanscom Field,Bedford,United States,BED,KBED,"133","-5",A,America/New_York,-71.289001,42.470001
"3426",St Paul Island Airport,St. Paul Island,United States,SNP,PASN,"63","-9",A,America/Anchorage,-170.220001,57.167301
"3427",Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,"541","-9",A,America/Anchorage,-162.063004,58.6464
"3428",St George Airport,Point Barrow,United States,STG,PAPB,"125","-9",A,America/Anchorage,-169.662003,56.5783
"3429",Iliamna Airport,Iliamna,United States,ILI,PAIL,"192","-9",A,America/Anchorage,-154.910996,59.754398
"3430",Platinum Airport,Port Moller,United States,PTU,PAPM,"15","-9",A,America/Anchorage,-161.820007,59.011398
"3431",Big Mountain Airport,Big Mountain,United States,BMX,PABM,"663","-9",A,America/Anchorage,-155.259003,59.361198
"3432",Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,"633","-5",A,America/New_York,-83.394096,44.451599
"3433",Marina Municipal Airport,Fort Ord,United States,OAR,KOAR,"137","-8",A,America/Los_Angeles,-121.762001,36.6819
"3434",Sacramento Mather Airport,Sacramento,United States,MHR,KMHR,"98","-8",A,America/Los_Angeles,-121.297997,38.553902
"3435",Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,"2350","-8",A,America/Los_Angeles,-116.629997,35.280499
"3436",Twentynine Palms (Self) Airport,Twenty Nine Palms,United States,\N,KNXP,"2051","-8",A,America/Los_Angeles,-116.162003,34.2962
"3437",Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,"469","-6",A,America/Chicago,-94.367401,35.336601
"3438",Merrill Field,Anchorage,United States,MRI,PAMR,"137","-9",A,America/Anchorage,-149.843994,61.213501
"3439",Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,"6537","-7",A,America/Denver,-107.902,35.167301
"3440",Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,"1008","-6",A,America/Chicago,-97.0998,36.731998
"3441",Hunter Army Air Field,Hunter Aaf,United States,SVN,KSVN,"41","-5",A,America/New_York,-81.145699,32.009998
"3442",Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,"845","-6",A,America/Chicago,-97.176102,47.949299
"3443","Pine Bluff Regional Airport, Grider Field",Pine Bluff,United States,PBF,KPBF,"206","-6",A,America/Chicago,-91.9356,34.1731
"3444",Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,"199","-6",A,America/Chicago,-87.021896,30.724199
"3445",Hana Airport,Hana,United States,HNM,PHHN,"78","-10",A,Pacific/Honolulu,-156.014008,20.795601
"3446",Ernest A. Love Field,Prescott,United States,PRC,KPRC,"5045","-7",A,America/Phoenix,-112.419998,34.654499
"3447",Trenton Mercer Airport,Trenton,United States,TTN,KTTN,"213","-5",A,America/New_York,-74.813499,40.276699
"3448",General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,"20","-5",A,America/New_York,-71.005203,42.3643
"3449",Travis Air Force Base,Fairfield,United States,SUU,KSUU,"62","-8",A,America/Los_Angeles,-121.927002,38.262699
"3450",Griffiss International Airport,Rome,United States,RME,KRME,"504","-5",A,America/New_York,-75.406998,43.233799
"3451",Wendover Airport,Wendover,United States,ENV,KENV,"4237","-7",A,America/Denver,-114.030998,40.7187
"3452",Mobile Downtown Airport,Mobile,United States,BFM,KBFM,"26","-6",A,America/Chicago,-88.0681,30.626801
"3453",Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,"9","-8",A,America/Los_Angeles,-122.221001,37.721298
"3454",Eppley Airfield,Omaha,United States,OMA,KOMA,"984","-6",A,America/Chicago,-95.894096,41.3032
"3455",Port Angeles Cgas Airport,Port Angeles,United States,\N,KNOW,"13","-8",A,America/Los_Angeles,-123.414001,48.141499
"3456",Kahului Airport,Kahului,United States,OGG,PHOG,"54","-10",N,Pacific/Honolulu,-156.429993,20.8986
"3457",Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,"1333","-6",A,America/Chicago,-97.433098,37.649899
"3458",Kansas City International Airport,Kansas City,United States,MCI,KMCI,"1026","-6",A,America/Chicago,-94.713898,39.2976
"3459",Dane County Regional Truax Field,Madison,United States,MSN,KMSN,"887","-6",A,America/Chicago,-89.337502,43.1399
"3460",Dillingham Airport,Dillingham,United States,DLG,PADL,"81","-9",A,America/Anchorage,-158.505005,59.044701
"3461",Boone County Airport,Harrison,United States,HRO,KHRO,"1365","-6",A,America/Chicago,-93.154701,36.261501
"3462",Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,"1135","-7",N,America/Phoenix,-112.012001,33.434299
"3463",Bangor International Airport,Bangor,United States,BGR,KBGR,"192","-5",A,America/New_York,-68.828102,44.8074
"3464",Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,"13","-5",A,America/New_York,-80.1707,26.1973
"3465",East Texas Regional Airport,Longview,United States,GGG,KGGG,"365","-6",A,America/Chicago,-94.711502,32.383999
"3466",Anderson Regional Airport,Andersen,United States,AND,KAND,"782","-5",A,America/New_York,-82.709396,34.494598
"3467",Spokane International Airport,Spokane,United States,GEG,KGEG,"2376","-8",A,America/Los_Angeles,-117.533997,47.6199
"3468",North Perry Airport,Hollywood,United States,HWO,KHWO,"8","-5",A,America/New_York,-80.2407,26.0012
"3469",San Francisco International Airport,San Francisco,United States,SFO,KSFO,"13","-8",A,America/Los_Angeles,-122.375,37.618999
"3470",Cut Bank International Airport,Cutbank,United States,CTB,KCTB,"3854","-7",A,America/Denver,-112.375999,48.608398
"3471",Acadiana Regional Airport,Louisiana,United States,ARA,KARA,"24","-6",A,America/Chicago,-91.883904,30.0378
"3472",Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,"152","-5",A,America/New_York,-82.271797,29.6901
"3473",Memphis International Airport,Memphis,United States,MEM,KMEM,"341","-6",A,America/Chicago,-89.9767,35.0424
"3474",Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,"4154","-7",A,America/Phoenix,-109.603996,31.469
"3475",Allen Army Airfield,Delta Junction,United States,BIG,PABI,"1291","-9",A,America/Anchorage,-145.722,63.994499
"3476",TSTC Waco Airport,Waco,United States,CNW,KCNW,"470","-6",A,America/Chicago,-97.074097,31.6378
"3477",Annette Island Airport,Annette Island,United States,ANN,PANT,"119","-9",A,America/Anchorage,-131.572006,55.0424
"3478",Caribou Municipal Airport,Caribou,United States,CAR,KCAR,"626","-5",A,America/New_York,-68.017899,46.871498
"3479",Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,"311","-6",A,America/Chicago,-92.149696,34.916901
"3480",Redstone Army Air Field,Redstone,United States,HUA,KHUA,"684","-6",A,America/Chicago,-86.684799,34.678699
"3481",Pope Field,Fort Bragg,United States,POB,KPOB,"217","-5",A,America/New_York,-79.014503,35.170898
"3482",Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,"3991","-6",A,America/Chicago,-102.546997,36.022598
"3483",DLF Airport,Del Rio,United States,DLF,KDLF,"1082","-6",A,America/Chicago,-100.778002,29.359501
"3484",Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,"125","-8",A,America/Los_Angeles,-118.407997,33.942501
"3485",Anniston Regional Airport,Anniston,United States,ANB,KANB,"612","-6",A,America/Chicago,-85.8581,33.5882
"3486",Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,"791","-5",A,America/New_York,-81.8498,41.411701
"3487",Dover Air Force Base,Dover,United States,DOV,KDOV,"24","-5",A,America/New_York,-75.466003,39.129501
"3488",Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,"896","-5",A,America/New_York,-84.667801,39.048801
"3489",Tipton Airport,Fort Meade,United States,FME,KFME,"150","-5",A,America/New_York,-76.759399,39.0854
"3490",China Lake Naws (Armitage Field) Airport,China Lake,United States,\N,KNID,"2283","-8",A,America/Los_Angeles,-117.692001,35.685398
"3491",Huron Regional Airport,Huron,United States,HON,KHON,"1289","-6",A,America/Chicago,-98.2285,44.385201
"3492",Juneau International Airport,Juneau,United States,JNU,PAJN,"21","-9",A,America/Anchorage,-134.576004,58.355
"3493",Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,"42","-6",A,America/Chicago,-91.987602,30.205299
"3494",Newark Liberty International Airport,Newark,United States,EWR,KEWR,"18","-5",A,America/New_York,-74.168701,40.692501
"3495",Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,"2871","-7",A,America/Denver,-116.223,43.5644
"3496",Creech Air Force Base,Indian Springs,United States,INS,KINS,"3133","-8",A,America/Los_Angeles,-115.672997,36.5872
"3497",Garden City Regional Airport,Garden City,United States,GCK,KGCK,"2891","-6",A,America/Chicago,-100.723999,37.927502
"3498",Minot International Airport,Minot,United States,MOT,KMOT,"1716","-6",A,America/Chicago,-101.279999,48.259399
"3499",Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,"837","-10",A,Pacific/Honolulu,-158.039993,21.4835
"3500",Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,"171","-6",A,America/Chicago,-86.365799,32.3829
"3501",Robinson Army Air Field,Robinson,United States,\N,KRBM,"587","-6",A,America/Chicago,-92.300201,34.850101
"3502",Dallas Love Field,Dallas,United States,DAL,KDAL,"487","-6",A,America/Chicago,-96.851799,32.847099
"3503",Butts AAF (Fort Carson) Air Field,Fort Carson,United States,FCS,KFCS,"5838","-7",A,America/Denver,-104.757004,38.678398
"3504",Helena Regional Airport,Helena,United States,HLN,KHLN,"3877","-7",A,America/Denver,-111.983002,46.6068
"3505",Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,NKX,KNKX,"477","-8",A,America/Los_Angeles,-117.142998,32.868401
"3506",Luke Air Force Base,Phoenix,United States,LUF,KLUF,"1085","-7",A,America/Phoenix,-112.383003,33.535
"3507",Hurlburt Field,Mary Esther,United States,\N,KHRT,"38","-6",A,America/Chicago,-86.689301,30.427799
"3508",Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,"66","-8",A,America/Los_Angeles,-118.334999,33.922798
"3509",Houlton International Airport,Houlton,United States,HUL,KHUL,"489","-5",A,America/New_York,-67.792099,46.1231
"3510",Vance Air Force Base,Enid,United States,END,KEND,"1307","-6",A,America/Chicago,-97.916496,36.339199
"3511",Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,"13","-8",A,America/Los_Angeles,-119.121002,34.1203
"3512",Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,"2312","-8",A,America/Los_Angeles,-117.884003,34.905399
"3513",Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,"15","-6",A,America/Chicago,-93.223297,30.126101
"3514",Ellison Onizuka Kona International At Keahole Airport,Kona,United States,KOA,PHKO,"47","-10",N,Pacific/Honolulu,-156.045603,19.738783
"3515",Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,"25","-5",A,America/New_York,-78.928299,33.679699
"3516",Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,"232","-8",A,America/Los_Angeles,-119.952004,36.333
"3517",Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,"47","-5",A,America/New_York,-70.060204,41.253101
"3518",Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,"12","-5",A,America/New_York,-76.608803,37.1325
"3519",Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,"573","-6",A,America/Chicago,-87.496201,36.668598
"3520",Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,"15","-5",A,America/New_York,-77.037697,38.8521
"3521",Patuxent River Naval Air Station (Trapnell Field),Patuxent River,United States,NHK,KNHK,"39","-5",A,America/New_York,-76.411797,38.285999
"3522",Palacios Municipal Airport,Palacios,United States,PSX,KPSX,"14","-6",A,America/Chicago,-96.250999,28.727501
"3523",Arkansas International Airport,Blytheville,United States,BYH,KBYH,"254","-6",A,America/Chicago,-89.944,35.964298
"3524",Atlantic City International Airport,Atlantic City,United States,ACY,KACY,"75","-5",A,America/New_York,-74.577202,39.4576
"3525",Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,"1291","-6",A,America/Chicago,-97.386597,35.4147
"3526",Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,ECG,KECG,"12","-5",A,America/New_York,-76.174599,36.260601
"3527",Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,"4726","-7",A,America/Denver,-104.497002,38.289101
"3528",Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,"534","-5",A,America/New_York,-68.0448,46.688999
"3530",Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,"300","-8",A,America/Los_Angeles,-122.581001,47.079201
