id,Matram,Kyhieu,longitude,latitude,Z.Elev,ds,WQI_I,WQI_II,WQI_III,WQI_IV,WQI_V,y,WQI_Desc,WQI_Color,WQI_Weight,WQI_no_V,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,Salinity,TSS,CL
"75",QLPH102016,QL10,105.23,9.36,0.19,2016/04/15,100,100,74.44,65.57,55,49,Xấu,"RGB(255,126,0)",46,45,7.56,0.02,0.016,0.014,0.015,0.033,0.012,0.018,0.006,0.004,0.012,0.001,0.01,0.002,6.165,"25",8.14,18.338,14.911,0.6,0.41,0.29,0,1100,"12",35.7,61.32,18788
"76",QLPH102016,QL10,105.23,9.36,0.19,2016/05/02,100,68.13,76.6,71.57,43.33,37,Xấu,"RGB(255,126,0)",32,29,7.87,0.02,0.031,0.029,0.035,0.029,0.012,0.017,0.005,0.003,0.007,0.01,0.038,0.002,5.793,"25",7.22,18.773,14.489,0.2,0.26,0.17,0,9500,"48",35,76.52,19542.34
"77",QLPH102016,QL10,105.23,9.36,0.19,2016/05/16,100,100,75.05,63.78,55,48,Xấu,"RGB(255,126,0)",46,44,7.56,0.018,0.016,0.013,0.016,0.028,0.011,0.017,0.006,0.001,0.011,0.002,0.011,0.002,5.565,"25",8.67,17.711,13.813,0.71,0.1,0.27,0,2200,"14",39.4,95.24,2145
"78",QLPH102016,QL10,105.23,9.36,0.19,2016/06/02,100,68.13,84.47,66.06,50.42,38,Xấu,"RGB(255,126,0)",35,33,7.36,0.025,0.028,0.026,0.029,0.034,0.015,0.017,0.007,0.005,0.016,0.004,0.025,0.001,5.74,"25",9.45,19.094,14.512,0.44,0.5,0.39,0,4300,"31",28.5,58.9,1754.9
"79",QLPH102016,QL10,105.23,9.36,0.19,2016/06/15,100,68.13,83.72,65.53,54.58,37,Xấu,"RGB(255,126,0)",35,34,7.41,0.022,0.023,0.02,0.024,0.028,0.013,0.016,0.007,0.001,0.019,0.001,0.017,0.001,5.49,"25",9.08,18.086,13.819,0.51,0.12,0.48,0,1300,"21",19.4,15.62,957
"80",QLPH112016,QL11,105.32,9.51,0.33,2016/02/29,100,100,89.67,66.73,55,60,Trung bình,"RGB(255,255,0)",56,54,7.42,0.021,0.02,0.018,0.02,0.024,0.013,0.011,0.005,0.004,0.016,0.005,0.01,0.001,3.73,"25",7.98,14.301,9.986,0.413,0.41,0.4,0,5400,"12",16.9,46.21,9748
"81",QLPH112016,QL11,105.32,9.51,0.33,2016/03/15,100,100,76.4,66.75,55,51,Trung bình,"RGB(255,255,0)",48,46,7.52,0.02,0.018,0.016,0.019,0.025,0.012,0.014,0.005,0.002,0.014,0.003,0.01,0.002,4.805,"25",7.03,15.615,12.012,0.47,0.23,0.36,0,3400,"13",19.3,84.23,9571.5
"82",QLPH112016,QL11,105.32,9.51,0.33,2016/04/02,100,68.13,86.45,65.5,36,39,Xấu,"RGB(255,126,0)",32,29,7.46,0.026,0.048,0.046,0.053,0.034,0.015,0.015,0.006,0.007,0.017,0.005,0.061,0.001,5.128,"25",8.8,19.649,13.768,0.439,0.725,0.43,0,5400,"76",19.4,94.21,147.5
"83",QLPH112016,QL11,105.32,9.51,0.33,2016/04/15,100,68.13,73.19,66.41,40.5,33,Xấu,"RGB(255,126,0)",28,26,7.67,0.028,0.041,0.039,0.043,0.04,0.017,0.02,0.006,0.008,0.014,0.008,0.046,0.002,6.53,"25",8.8,21.178,16.354,0.5,0.82,0.34,0,7600,"58",18.7,5.74,1679
"84",QLPH112016,QL11,105.32,9.51,0.33,2016/05/02,100,68.13,74.1,68.26,40.5,34,Xấu,"RGB(255,126,0)",29,27,7.65,0.02,0.033,0.031,0.038,0.031,0.012,0.019,0.006,0.002,0.012,0.001,0.046,0.002,6.263,"25",8.2,20.443,15.721,0.3,0.21,0.3,0,700,"58",2.4,127.5,15243
"85",QLPH112016,QL11,105.32,9.51,0.33,2016/05/16,100,68.13,85.35,67.85,55,39,Xấu,"RGB(255,126,0)",37,36,7.42,0.026,0.025,0.022,0.024,0.034,0.016,0.017,0.006,0.006,0.018,0.004,0.014,0.001,5.718,"25",8.7,18.141,14.177,0.32,0.61,0.45,0,4300,"18",27.5,46.25,17324.5
"86",QLPH112016,QL11,105.32,9.51,0.33,2016/06/02,100,68.13,83.27,62.03,54.58,35,Xấu,"RGB(255,126,0)",34,33,7.42,0.025,0.025,0.023,0.027,0.028,0.015,0.015,0.007,0.002,0.022,0.003,0.017,0.001,5.08,"25",9.62,17.69,13.079,0.8,0.2,0.56,0,2500,"21",2.6,97.8,1124.6
"87",QLPH112016,QL11,105.32,9.51,0.33,2016/06/15,100,68.13,84.82,66.14,51.67,38,Xấu,"RGB(255,126,0)",35,34,7.48,0.022,0.024,0.022,0.025,0.031,0.013,0.017,0.007,0.003,0.015,0.002,0.022,0.001,5.733,"25",9.37,18.917,14.445,0.44,0.29,0.37,0,1800,"28",18.3,84.65,1145.5
"88",QLPH012017,QL1,105.68,9.3,0.64,2017/03/01,100,68.13,75.12,62.6,53.33,32,Xấu,"RGB(255,126,0)",30,30,7.81,0.021,0.021,0.02,0.024,0.028,0.012,0.018,0.005,0.001,0.014,0.004,0.019,0.002,5.928,"25",7.12,17.942,14.43,0.975,0.125,0.36,0,3500,"24",11.5,8.5,2552.4
"89",QLPH012017,QL1,105.68,9.3,0.64,2017/03/16,100,68.13,75.92,66.43,41.5,34,Xấu,"RGB(255,126,0)",29,27,8.22,0.02,0.033,0.031,0.035,0.034,0.012,0.019,0.005,0.005,0.008,0.004,0.043,0.002,6.33,"25",7.8,20.186,15.741,0.513,0.5,0.2,0,3500,"54",1,12.3,13
"90",QLPH012017,QL1,105.68,9.3,0.64,2017/04/01,100,68.13,90.08,71.16,49.58,44,Xấu,"RGB(255,126,0)",39,36,7.15,0.017,0.023,0.022,0.026,0.022,0.01,0.013,0.005,0.001,0.013,0.001,0.026,0.001,4.413,"25",7.1,15.845,11.496,0.288,0.14,0.32,0,1100,"33",1.9,95.2,315.2
"91",QLPH012017,QL1,105.68,9.3,0.64,2017/04/15,100,68.13,76.92,71.42,45.42,37,Xấu,"RGB(255,126,0)",32,30,7.72,0.018,0.027,0.026,0.03,0.028,0.011,0.016,0.005,0.004,0.009,0.002,0.034,0.002,5.17,"25",7.06,17.473,13.146,0.288,0.4,0.23,0,2400,"43",0.7,56.7,265.4
"92",QLPH012017,QL1,105.68,9.3,0.64,2017/05/01,91,68.13,80.48,66.08,49.58,33,Xấu,"RGB(255,126,0)",30,29,8.59,0.019,0.024,0.023,0.026,0.028,0.011,0.015,0.004,0.005,0.008,0.005,0.026,0.002,5.11,"25",6.73,16.794,12.841,0.538,0.463,0.2,0,5400,"33",0.6,79.5,263.5
"93",QLPH012017,QL1,105.68,9.3,0.64,2017/05/15,100,100,75.77,65.03,55,49,Xấu,"RGB(255,126,0)",47,45,7.53,0.02,0.019,0.017,0.021,0.026,0.012,0.016,0.005,0.002,0.014,0.004,0.014,0.002,5.303,"25",7.62,16.885,13.159,0.625,0.165,0.36,0,3500,"17",2,81.2,32
"94",QLPH012017,QL1,105.68,9.3,0.64,2017/06/01,100,100,89.67,66.99,55,60,Trung bình,"RGB(255,255,0)",56,54,6.85,0.022,0.019,0.017,0.017,0.033,0.013,0.016,0.005,0.007,0.011,0.004,0.01,0.001,5.463,"25",7.62,16.978,13.428,0.45,0.65,0.28,0,4300,"13",0.6,67.8,112
"95",QLPH012017,QL1,105.68,9.3,0.64,2017/06/15,100,100,75.42,65.47,55,49,Xấu,"RGB(255,126,0)",47,45,7.8,0.024,0.019,0.017,0.016,0.038,0.014,0.018,0.005,0.009,0.013,0.003,0.009,0.002,6.075,"25",7.9,18.03,14.679,0.613,0.9,0.32,0,2800,"11",0.6,58.6,12
"96",QLPH022017,QL2,105.58,9.28,0.58,2017/03/01,100,68.13,74.3,67.74,32,34,Xấu,"RGB(255,126,0)",27,24,8.09,0.018,0.045,0.043,0.05,0.037,0.011,0.02,0.006,0.006,0.005,0,0.074,0.002,6.725,"25",8.12,22.571,17.085,0.4,0.563,0.12,0,100,"92",1.2,125.2,141.8
"97",QLPH022017,QL2,105.58,9.28,0.58,2017/03/16,100,68.13,90.37,65.94,39.5,41,Xấu,"RGB(255,126,0)",34,31,7.42,0.018,0.036,0.034,0.04,0.028,0.011,0.015,0.005,0.004,0.01,0.002,0.05,0.001,5.005,"25",7.45,18.191,13.125,0.475,0.42,0.26,0,2400,"62",0.8,56.4,112
"98",QLPH022017,QL2,105.58,9.28,0.58,2017/04/01,100,68.13,90.41,67.63,49.17,42,Xấu,"RGB(255,126,0)",37,36,7.16,0.024,0.03,0.028,0.03,0.033,0.014,0.014,0.005,0.009,0.011,0.008,0.027,0.001,4.79,"25",7.71,16.805,12.365,0.325,0.89,0.28,0,7900,"34",0.9,94.2,114.5
"99",QLPH022017,QL2,105.58,9.28,0.58,2017/04/15,100,100,88.96,71.71,54.17,64,Trung bình,"RGB(255,255,0)",58,55,7.4,0.02,0.02,0.018,0.02,0.031,0.012,0.017,0.005,0.004,0.012,0.001,0.018,0.001,5.75,"25",7.6,17.81,14.122,0.125,0.413,0.3,0,1100,"22",1.1,84.6,278.5
"100",QLPH022017,QL2,105.58,9.28,0.58,2017/05/01,100,68.13,94.16,66.79,39,43,Xấu,"RGB(255,126,0)",36,33,7.36,0.019,0.037,0.035,0.041,0.029,0.011,0.015,0.004,0.006,0.01,0.002,0.051,0.001,5.013,"25",6.75,17.937,13.056,0.425,0.588,0.25,0,2400,"64",1.2,67.5,275.6
"101",QLPH022017,QL2,105.58,9.28,0.58,2017/05/15,100,68.13,89.71,67.33,55,41,Xấu,"RGB(255,126,0)",38,37,6.93,0.023,0.021,0.019,0.022,0.028,0.014,0.015,0.005,0.004,0.012,0.009,0.012,0.001,4.883,"25",7.6,16.109,12.284,0.388,0.425,0.3,0,9200,"15",0.9,76.5,115
"102",QLPH022017,QL2,105.58,9.28,0.58,2017/06/01,100,68.13,89.73,65.75,55,40,Xấu,"RGB(255,126,0)",38,37,6.98,0.024,0.022,0.02,0.021,0.028,0.014,0.013,0.005,0.007,0.014,0.009,0.01,0.001,4.37,"25",7.06,14.881,11.129,0.55,0.65,0.35,0,9200,"12",0.3,7.7,56.4
"103",QLPH022017,QL2,105.58,9.28,0.58,2017/06/15,100,68.13,74.52,71.01,34.75,36,Xấu,"RGB(255,126,0)",28,25,7.65,0.026,0.049,0.048,0.055,0.034,0.015,0.017,0.005,0.007,0.017,0.005,0.065,0.002,5.663,"25",7.35,20.002,14.682,0.123,0.713,0.42,0,5400,"81",0.4,91.2,62.4
"104",QLPH032017,QL3,105.45,9.24,0.46,2017/03/01,100,68.13,75.77,66.62,53.33,34,Xấu,"RGB(255,126,0)",32,31,7.71,0.022,0.024,0.022,0.023,0.033,0.013,0.016,0.005,0.007,0.014,0.002,0.019,0.002,5.303,"25",7.9,17.317,13.295,0.45,0.675,0.35,0,1700,"24",1,95.6,128.329
"105",QLPH032017,QL3,105.45,9.24,0.46,2017/03/16,100,68.13,87.14,68.25,49.17,41,Xấu,"RGB(255,126,0)",36,34,7.28,0.023,0.027,0.025,0.03,0.032,0.014,0.019,0.005,0.004,0.015,0.004,0.027,0.001,6.32,"25",7.76,19.317,15.452,0.363,0.35,0.38,0,3500,"34",21.7,84.6,4687.7
"106",QLPH032017,QL3,105.45,9.24,0.46,2017/04/01,100,68.13,84.98,67.09,40.5,39,Xấu,"RGB(255,126,0)",33,30,7.34,0.024,0.038,0.036,0.042,0.032,0.014,0.018,0.006,0.004,0.018,0.002,0.046,0.001,5.96,"25",8,19.852,15.081,0.388,0.43,0.45,0,1700,"58",21.6,112.4,7541.8
"107",QLPH032017,QL3,105.45,9.24,0.46,2017/04/15,100,68.13,86.78,70.67,34,42,Xấu,"RGB(255,126,0)",33,29,7.41,0.023,0.048,0.046,0.056,0.027,0.014,0.016,0.005,0.002,0.019,0.003,0.067,0.001,5.325,"25",7.62,19.713,14.084,0.213,0.238,0.48,0,2500,"84",24.5,94.4,1125.2
"108",QLPH032017,QL3,105.45,9.24,0.46,2017/05/01,100,68.13,73.51,64.8,55,32,Xấu,"RGB(255,126,0)",31,30,7.57,0.029,0.025,0.023,0.025,0.034,0.017,0.017,0.005,0.007,0.02,0.009,0.009,0.002,5.718,"25",7.6,17.299,13.912,0.675,0.663,0.5,0,9200,"11",24.5,87.4,12564
"109",QLPH032017,QL3,105.45,9.24,0.46,2017/05/15,100,68.13,87.92,67.71,54.58,41,Xấu,"RGB(255,126,0)",38,36,7.43,0.023,0.024,0.022,0.025,0.027,0.014,0.015,0.005,0.004,0.017,0.005,0.017,0.001,4.858,"25",7.19,16.113,12.248,0.363,0.425,0.42,0,5400,"21",29.9,9.2,152
"110",QLPH032017,QL3,105.45,9.24,0.46,2017/06/01,100,68.13,86.37,66.53,55,39,Xấu,"RGB(255,126,0)",37,36,6.88,0.025,0.023,0.021,0.022,0.032,0.015,0.016,0.005,0.006,0.02,0.002,0.012,0.001,5.47,"25",7.7,17.114,13.482,0.488,0.613,0.5,0,2400,"15",11.1,82.6,351
"111",QLPH032017,QL3,105.45,9.24,0.46,2017/06/15,100,68.13,86.42,65.8,40.5,39,Xấu,"RGB(255,126,0)",33,30,7.28,0.026,0.04,0.038,0.047,0.028,0.015,0.018,0.005,0.002,0.018,0.009,0.046,0.001,5.945,"25",7.45,19.552,14.964,0.538,0.163,0.45,0,9200,"58",17.4,81.4,9354
"112",QLPH042017,QL4,105.4,9.24,0.56,2017/03/01,100,68.13,75.92,69.12,48.75,36,Xấu,"RGB(255,126,0)",32,30,7.67,0.02,0.024,0.022,0.026,0.031,0.012,0.019,0.005,0.002,0.009,0.004,0.028,0.002,6.493,"25",7.98,19.749,15.847,0.3,0.175,0.23,0,3500,"35",2.2,62.4,4573.5
"113",QLPH042017,QL4,105.4,9.24,0.56,2017/03/16,100,68.13,74.65,65.68,46.25,33,Xấu,"RGB(255,126,0)",30,28,7.67,0.019,0.026,0.024,0.027,0.033,0.011,0.019,0.006,0.004,0.008,0.002,0.033,0.002,6.268,"25",8.35,19.818,15.531,0.563,0.35,0.2,0,1500,"41",25.6,115.2,4256.2
"114",QLPH042017,QL4,105.4,9.24,0.56,2017/04/01,100,68.13,75.92,66.69,36,34,Xấu,"RGB(255,126,0)",28,25,7.71,0.021,0.042,0.04,0.047,0.034,0.013,0.019,0.005,0.004,0.01,0.004,0.061,0.002,6.428,"25",7.9,21.311,16.242,0.475,0.43,0.24,0,3500,"76",22,97.5,5746
"115",QLPH042017,QL4,105.4,9.24,0.56,2017/04/15,100,100,75.75,72.11,55,55,Trung bình,"RGB(255,255,0)",50,48,7.76,0.021,0.016,0.015,0.017,0.028,0.012,0.017,0.005,0.002,0.013,0.004,0.009,0.002,5.795,"25",7.13,17.19,13.994,0.238,0.2,0.32,0,4300,"11",24.3,116.4,1524.5
"116",QLPH042017,QL4,105.4,9.24,0.56,2017/05/01,100,68.13,78.64,71.51,44.17,38,Xấu,"RGB(255,126,0)",33,30,7.75,0.021,0.032,0.031,0.036,0.028,0.013,0.015,0.004,0.004,0.016,0.003,0.037,0.002,5.133,"25",6.75,17.382,13.061,0.25,0.4,0.4,0,2800,"46",27.1,91.2,1475
"117",QLPH042017,QL4,105.4,9.24,0.56,2017/05/15,100,68.13,74.78,66.32,41.5,34,Xấu,"RGB(255,126,0)",29,27,7.63,0.023,0.035,0.033,0.039,0.033,0.014,0.019,0.005,0.004,0.014,0.004,0.043,0.002,6.303,"25",7.9,20.192,15.701,0.513,0.413,0.36,0,3500,"54",3.5,112.5,1562
"118",QLPH042017,QL4,105.4,9.24,0.56,2017/06/01,100,68.13,86.16,63.08,55,37,Xấu,"RGB(255,126,0)",35,35,6.96,0.026,0.024,0.022,0.027,0.026,0.016,0.016,0.005,0.001,0.021,0.009,0.011,0.001,5.49,"25",7.35,16.93,13.454,0.838,0.118,0.53,0,9200,"14",16.2,92.1,921
"119",QLPH042017,QL4,105.4,9.24,0.56,2017/06/15,100,68.13,85.3,65.31,31.25,38,Xấu,"RGB(255,126,0)",30,26,7.31,0.025,0.055,0.053,0.065,0.026,0.015,0.016,0.005,0.001,0.025,0.002,0.076,0.001,5.353,"25",7.66,20.236,14.29,0.5,0.121,0.62,0,2400,"95",19.2,74.6,9523
"120",QLPH052017,QL5,105.29,9.19,0.39,2017/03/01,100,68.13,73.24,66.1,48.75,33,Xấu,"RGB(255,126,0)",30,28,7.63,0.018,0.022,0.02,0.023,0.033,0.011,0.019,0.007,0.003,0.007,0,0.028,0.002,6.408,"25",9,20.121,15.837,0.525,0.263,0.18,0,100,"35",2.9,75.6,3545
"121",QLPH052017,QL5,105.29,9.19,0.39,2017/03/16,100,68.13,74.51,66.1,43.33,34,Xấu,"RGB(255,126,0)",29,27,7.55,0.022,0.033,0.031,0.037,0.028,0.013,0.016,0.005,0.003,0.018,0.002,0.038,0.002,5.413,"25",7.62,18.355,13.788,0.488,0.25,0.45,0,1800,"48",24.5,63.4,425.6
"122",QLPH052017,QL5,105.29,9.19,0.39,2017/04/01,100,68.13,75.16,67.45,44.17,35,Xấu,"RGB(255,126,0)",30,28,7.59,0.023,0.034,0.032,0.038,0.029,0.014,0.016,0.005,0.004,0.016,0.006,0.037,0.002,5.348,"25",7,17.856,13.533,0.388,0.4,0.4,0,6400,"46",22.3,15.8,5868
"123",QLPH052017,QL5,105.29,9.19,0.39,2017/04/15,100,68.13,76.87,71.95,55,38,Xấu,"RGB(255,126,0)",34,33,7.62,0.029,0.027,0.026,0.027,0.032,0.018,0.015,0.004,0.008,0.022,0.009,0.01,0.002,5.093,"25",6.71,15.922,12.54,0.213,0.825,0.55,0,9200,"13",25.3,72.5,1814.4
"124",QLPH052017,QL5,105.29,9.19,0.39,2017/05/01,100,100,75.77,67.75,55,51,Trung bình,"RGB(255,255,0)",48,46,7.64,0.019,0.013,0.012,0.014,0.025,0.011,0.016,0.005,0.001,0.014,0.002,0.006,0.002,5.285,"25",7.13,16.195,12.915,0.4,0.125,0.34,0,1800,"7",25.9,117.2,12698
"125",QLPH052017,QL5,105.29,9.19,0.39,2017/05/15,100,68.13,87.18,64.85,39,39,Xấu,"RGB(255,126,0)",33,30,7.46,0.021,0.038,0.036,0.045,0.028,0.013,0.017,0.005,0.001,0.017,0.002,0.051,0.001,5.788,"25",7.73,19.686,14.77,0.6,0.11,0.42,0,2200,"64",27.6,86.2,1352
"126",QLPH052017,QL5,105.29,9.19,0.39,2017/06/01,100,68.13,86.78,65.18,37.75,39,Xấu,"RGB(255,126,0)",32,29,7.21,0.026,0.046,0.044,0.05,0.035,0.016,0.016,0.005,0.009,0.019,0.004,0.055,0.001,5.253,"25",7.7,19.01,13.754,0.538,0.888,0.48,0,3500,"69",19,8.2,132
"127",QLPH052017,QL5,105.29,9.19,0.39,2017/06/15,100,100,73.27,65.05,55,48,Xấu,"RGB(255,126,0)",45,44,7.51,0.023,0.019,0.016,0.02,0.03,0.014,0.018,0.006,0.001,0.016,0.004,0.01,0.002,6.003,"25",8.62,18.356,14.673,0.613,0.119,0.41,0,3500,"13",18.8,92.4,15
"128",QLPH062017,QL6,105.17,9.19,0.38,2017/03/01,100,100,77.96,67.94,54.58,53,Trung bình,"RGB(255,255,0)",49,47,7.6,0.02,0.02,0.018,0.022,0.027,0.012,0.018,0.004,0.001,0.015,0.002,0.017,0.002,5.95,"25",6.75,17.669,14.377,0.413,0.125,0.37,0,2200,"21",21.6,8.6,476.75
"129",QLPH062017,QL6,105.17,9.19,0.38,2017/03/16,100,68.13,93.47,65.58,39.5,42,Xấu,"RGB(255,126,0)",35,32,7.41,0.019,0.036,0.035,0.041,0.027,0.011,0.015,0.004,0.004,0.012,0.003,0.05,0.001,5.003,"25",6.86,17.892,13.027,0.538,0.42,0.3,0,2500,"62",22,87.2,3468
"130",QLPH062017,QL6,105.17,9.19,0.38,2017/04/01,100,68.13,86.52,62.99,34,37,Xấu,"RGB(255,126,0)",30,27,7.36,0.024,0.05,0.048,0.057,0.028,0.014,0.015,0.005,0.005,0.021,0.002,0.067,0.001,4.84,"25",7.9,19.065,13.152,0.7,0.45,0.53,0,1500,"84",25.4,56.5,1741
"131",QLPH062017,QL6,105.17,9.19,0.38,2017/04/15,100,68.13,72.29,67.69,55,33,Xấu,"RGB(255,126,0)",31,30,7.52,0.027,0.024,0.022,0.025,0.031,0.016,0.018,0.005,0.003,0.025,0.002,0.012,0.002,5.93,"25",7.9,17.961,14.44,0.388,0.3,0.62,0,2400,"15",25,69.5,1275.9
"132",QLPH062017,QL6,105.17,9.19,0.38,2017/05/01,100,68.13,88.29,65.8,54.58,40,Xấu,"RGB(255,126,0)",37,36,7.49,0.021,0.021,0.02,0.023,0.026,0.012,0.015,0.005,0.002,0.016,0.003,0.017,0.001,5.098,"25",7.35,16.583,12.756,0.55,0.213,0.41,0,2500,"21",22.6,82.4,11324
"133",QLPH062017,QL6,105.17,9.19,0.38,2017/05/15,100,68.13,85.59,64.89,40.5,38,Xấu,"RGB(255,126,0)",32,30,7.37,0.027,0.042,0.04,0.046,0.034,0.016,0.017,0.005,0.007,0.022,0.003,0.046,0.001,5.698,"25",7.46,19.155,14.467,0.613,0.713,0.56,0,2800,"58",27.2,92.1,133
"134",QLPH062017,QL6,105.17,9.19,0.38,2017/06/01,100,68.13,89.02,63.06,36,38,Xấu,"RGB(255,126,0)",32,29,7.18,0.019,0.042,0.04,0.049,0.026,0.012,0.015,0.005,0.002,0.014,0.002,0.061,0.001,5.02,"25",7.64,18.894,13.369,0.725,0.2,0.35,0,2400,"76",13.9,83.4,8725
"135",QLPH062017,QL6,105.17,9.19,0.38,2017/06/15,100,100,86.41,67.85,55,59,Trung bình,"RGB(255,255,0)",55,53,7.45,0.024,0.019,0.017,0.02,0.031,0.014,0.019,0.005,0.002,0.017,0.004,0.009,0.001,6.363,"25",7.74,18.417,15.232,0.438,0.22,0.43,0,4300,"11",17.4,76.5,9252
"136",QLPH072017,QL7,105.39,9.37,0.4,2017/03/01,100,68.13,94.91,66.45,51.67,43,Xấu,"RGB(255,126,0)",40,38,7.46,0.017,0.022,0.021,0.024,0.025,0.01,0.013,0.004,0.004,0.008,0.005,0.022,0.001,4.265,"25",6.85,15.272,11.094,0.463,0.388,0.21,0,5400,"28",21.7,145.2,3545
"137",QLPH072017,QL7,105.39,9.37,0.4,2017/03/16,100,68.13,88.12,65.84,39,40,Xấu,"RGB(255,126,0)",33,30,7.33,0.021,0.038,0.036,0.042,0.033,0.013,0.017,0.006,0.006,0.01,0.004,0.051,0.001,5.808,"25",8.1,19.904,14.868,0.488,0.56,0.25,0,4300,"64",2.9,96.5,362
"138",QLPH072017,QL7,105.39,9.37,0.4,2017/04/01,100,100,75.92,67.7,55,51,Trung bình,"RGB(255,255,0)",48,46,7.95,0.017,0.013,0.011,0.013,0.029,0.01,0.019,0.005,0.001,0.007,0.002,0.01,0.002,6.263,"25",7.36,18.148,14.997,0.45,0.1,0.18,0,2100,"13",22.5,79.5,6247
"139",QLPH072017,QL7,105.39,9.37,0.4,2017/04/15,100,68.13,80.15,68.76,54.58,38,Xấu,"RGB(255,126,0)",35,33,7.79,0.021,0.021,0.02,0.02,0.033,0.012,0.016,0.004,0.008,0.01,0.004,0.017,0.002,5.465,"25",6.73,16.871,13.398,0.313,0.75,0.25,0,3500,"21",24.2,84.2,1562.4
"140",QLPH072017,QL7,105.39,9.37,0.4,2017/05/01,100,68.13,76.09,67.02,52.92,35,Xấu,"RGB(255,126,0)",32,31,7.58,0.022,0.024,0.022,0.025,0.03,0.013,0.015,0.005,0.005,0.014,0.004,0.02,0.002,5.09,"25",7.9,17.013,12.881,0.4,0.463,0.34,0,4300,"25",25.4,69.4,12955
"141",QLPH072017,QL7,105.39,9.37,0.4,2017/05/15,100,100,87.56,66.1,55,58,Trung bình,"RGB(255,255,0)",54,53,7.28,0.022,0.019,0.017,0.02,0.028,0.013,0.017,0.005,0.002,0.016,0.004,0.01,0.001,5.54,"25",7.9,17.244,13.628,0.525,0.22,0.41,0,4300,"13",27.8,15.6,1422
"142",QLPH072017,QL7,105.39,9.37,0.4,2017/06/01,100,68.13,87.18,65.67,55,39,Xấu,"RGB(255,126,0)",37,36,7.26,0.025,0.022,0.02,0.022,0.033,0.015,0.017,0.005,0.006,0.017,0.004,0.012,0.001,5.79,"25",7.13,17.349,14.036,0.613,0.6,0.42,0,4300,"15",14.4,9.7,9214
"143",QLPH072017,QL7,105.39,9.37,0.4,2017/06/15,100,68.13,85.95,66.68,34,39,Xấu,"RGB(255,126,0)",31,28,7.44,0.024,0.049,0.047,0.058,0.028,0.014,0.016,0.005,0.002,0.022,0.002,0.067,0.001,5.46,"25",7.9,20.073,14.4,0.375,0.215,0.55,0,2100,"84",15.9,8.5,985
"144",QLPH082017,QL8,105.46,9.44,0.44,2017/03/01,100,68.13,77.24,67.1,45.42,35,Xấu,"RGB(255,126,0)",31,29,7.56,0.02,0.029,0.028,0.031,0.03,0.012,0.015,0.005,0.006,0.008,0.005,0.034,0.002,4.89,"25",7.6,17.288,12.667,0.375,0.625,0.19,0,5400,"43",19.9,63.5,3793.15
"145",QLPH082017,QL8,105.46,9.44,0.44,2017/03/16,100,68.13,86.41,66.84,34.75,39,Xấu,"RGB(255,126,0)",32,28,7.34,0.022,0.045,0.044,0.054,0.03,0.013,0.019,0.005,0.002,0.017,0.003,0.065,0.001,6.335,"25",7.35,21.094,16.035,0.463,0.15,0.42,0,2800,"81",18.8,115.2,3645
"146",QLPH082017,QL8,105.46,9.44,0.44,2017/04/01,100,68.13,73.01,65.88,41.5,33,Xấu,"RGB(255,126,0)",28,26,7.96,0.024,0.036,0.035,0.043,0.029,0.014,0.018,0.005,0.001,0.021,0.003,0.043,0.002,6.04,"25",7.75,19.69,15.15,0.525,0.11,0.52,0,2500,"54",22.7,67.5,6475
"147",QLPH082017,QL8,105.46,9.44,0.44,2017/04/15,100,68.13,77.31,72.21,52.92,38,Xấu,"RGB(255,126,0)",34,33,7.58,0.026,0.027,0.026,0.03,0.03,0.016,0.018,0.004,0.004,0.017,0.009,0.02,0.002,5.998,"25",6.76,17.918,14.527,0.225,0.363,0.42,0,9200,"25",24.1,17.5,182
"148",QLPH082017,QL8,105.46,9.44,0.44,2017/05/01,100,100,75.75,66.19,55,50,Xấu,"RGB(255,126,0)",47,46,7.54,0.021,0.019,0.018,0.019,0.032,0.013,0.017,0.005,0.005,0.013,0.002,0.014,0.002,5.815,"25",7.62,17.718,14.19,0.538,0.5,0.32,0,2100,"17",19.5,75.4,975
"149",QLPH082017,QL8,105.46,9.44,0.44,2017/05/15,100,100,76.09,67.58,54.58,51,Trung bình,"RGB(255,255,0)",48,46,7.66,0.019,0.02,0.018,0.022,0.025,0.012,0.015,0.005,0.002,0.014,0.002,0.017,0.002,5.005,"25",7.34,16.428,12.569,0.375,0.19,0.36,0,2200,"21",26.9,81.2,1265
"150",QLPH082017,QL8,105.46,9.44,0.44,2017/06/01,100,68.13,85.42,66.1,55,38,Xấu,"RGB(255,126,0)",36,35,7.31,0.027,0.025,0.023,0.025,0.034,0.016,0.018,0.005,0.006,0.021,0.004,0.014,0.001,6.028,"25",7.97,18.28,14.686,0.538,0.6,0.53,0,3500,"18",11.4,76.5,3526
"151",QLPH082017,QL8,105.46,9.44,0.44,2017/06/15,100,68.13,86.03,69.87,35.25,41,Xấu,"RGB(255,126,0)",33,29,7.38,0.022,0.047,0.044,0.054,0.025,0.013,0.014,0.006,0.002,0.019,0.004,0.063,0.001,4.62,"25",8.64,18.869,12.761,0.148,0.18,0.47,0,3500,"79",14.8,72.4,524
